Order,Property Name,Parent Property Id,Parent Property Name,Street Number,Street Name,Borough,Primary Property Type - Self Selected,List of All Property Use Types at Property,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft²),2nd Largest Property Use Type,2nd Largest Property Use - Gross Floor Area (ft²),3rd Largest Property Use Type,3rd Largest Property Use Type - Gross Floor Area (ft²),Year Built,Occupancy,Metered Areas (Energy),Metered Areas  (Water),ENERGY STAR Score,Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal),DOF Benchmarking Submission Status
93,380 BROADWAY LLC,,,Not found,Not found,Manhattan,Mixed Use Property,Other,Other,27500.0,,,,,1915,100.0,Common areas (all energy loads),Whole Building,,3.5,3.5,1.1,1.1,0.3,,,,,,,,,,30533.7,8948.9,2.7,0.0,2.7,573.1,Not found
94,55th && 5th Avenue Corporation,,,Not found,Not found,Manhattan,Office,"Office, Retail Store",Office,246605.0,Retail Store,63395.0,,,1927,80.0,Whole Building,,87.0,178.5,179.5,63.4,64.2,15.5,,,,,,,3284092.5,,,16364634.5,4796199.4,1668.9,0.0,1668.9,6792.2,Not found
95,Hollywood Towers,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,50934.0,,,,,2012,90.0,Whole Building,Whole Building,65.0,104.2,106.5,58.6,60.6,6.0,0.4,,,,,,,1947311.5,20394.3,1039704.0,306479.9,195.6,103.4,92.2,2237.9,Not found
96,pjl realty corp,,,Not found,Not found,Queens,Refrigerated Warehouse,Refrigerated Warehouse,Refrigerated Warehouse,84000.0,,,,,1965,100.0,Whole Building,Whole Building,76.0,135.9,134.2,43.3,42.8,12.5,,,,,,,,,,3636452.3,1052571.6,322.4,0.0,322.4,57.2,Not found
97,pjl realty corp,,,Not found,Not found,Queens,Refrigerated Warehouse,Refrigerated Warehouse,Refrigerated Warehouse,84000.0,,,,,1965,100.0,Whole Building,Whole Building,76.0,135.9,134.2,43.3,42.8,12.5,,,,,,,,,,3636452.3,1052571.6,322.4,0.0,322.4,57.2,Not found
98,pjl realty corp,,,Not found,Not found,Queens,Refrigerated Warehouse,Refrigerated Warehouse,Refrigerated Warehouse,84000.0,,,,,1965,100.0,Whole Building,Whole Building,76.0,135.9,134.2,43.3,42.8,12.5,,,,,,,,,,3636452.3,1052571.6,322.4,0.0,322.4,57.2,Not found
99,Wendi Realty LLC,,,Not found,Not found,Queens,Refrigerated Warehouse,Refrigerated Warehouse,Refrigerated Warehouse,120200.0,,,,,1940,100.0,Whole Building,Whole Building,90.0,89.9,88.9,28.6,28.3,8.3,,,,,,,,,,3440512.5,996961.6,305.0,0.0,305.0,1227.4,Not found
100,Jeffries Morris - 29 Broadway,,,Not found,Not found,Manhattan,Office,"Bank Branch, Office",Office,296550.0,Bank Branch,4404.0,,,1929,100.0,Whole Building,,86.0,155.8,160.0,72.0,76.1,10.4,,,,,,,10943625.5,,,10737980.4,3116126.1,1678.7,0.0,1678.7,,Not found
101,Gospel Tabernacle P/INC,,,Not found,Not found,Queens,K-12 School,"K-12 School, Other - Lodging/Residential, Parking, Worship Facility",K-12 School,71626.0,Parking,17600.0,Worship Facility,15633.0,1920,100.0,Whole Building,,89.0,90.4,,47.1,,5.8,0.2,,978799.3,,,,,1561183.3,17751.9,1850632.4,542389.3,433.5,155.6,277.9,,Not found
102,153-90 Rockway Boulevard,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,70700.0,,,,,1963,100.0,Whole Building,,45.0,169.3,172.8,105.7,109.1,8.2,0.8,,,,156341.1,,,5340224.3,55787.4,1975519.9,578991.7,470.6,295.4,175.1,14178.4,Not found
103,Park Lane Hotel,,,Not found,Not found,Manhattan,Hotel,Hotel,Hotel,442000.0,,,,,1971,100.0,Whole Building,Whole Building,30.0,236.6,235.8,136.3,136.5,10.9,0.0,,,,,,41706682.4,1844700.0,18447.0,16704469.7,4830571.8,4348.2,98.0,4250.3,78597.2,Not found
104,134,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,35000.0,,,,,1931,100.0,Whole Building,,100.0,29.8,,28.3,,,,,,,,,,991999.9,,,,52.7,52.7,0.0,29.0,Not found
105,134,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,35000.0,,,,,1931,100.0,Whole Building,,100.0,29.8,,28.3,,,,,,,,,,991999.9,,,,52.7,52.7,0.0,29.0,Not found
106,134,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,35000.0,,,,,1931,100.0,Whole Building,,100.0,29.8,,28.3,,,,,,,,,,991999.9,,,,52.7,52.7,0.0,29.0,Not found
107,1775,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,50000.0,,,,,1946,100.0,Whole Building,,100.0,4.3,,4.1,,,,,,,,,,202800.0,,,,10.8,10.8,0.0,45.5,Not found
108,1775,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,50000.0,,,,,1946,100.0,Whole Building,,100.0,4.3,,4.1,,,,,,,,,,202800.0,,,,10.8,10.8,0.0,45.5,Not found
109,1775,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,50000.0,,,,,1946,100.0,Whole Building,,100.0,4.3,,4.1,,,,,,,,,,202800.0,,,,10.8,10.8,0.0,45.5,Not found
110,Kipling Arms,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,102000.0,,,,,1900,100.0,Whole Building,Whole Building,80.0,102.4,,72.6,,,,,,,,,,6131448.7,,1277643.7,,438.9,325.7,113.3,4231.7,Not found
111,155 West 81,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Office",Multifamily Housing,74925.0,Office,3510.0,,,1905,100.0,Whole Building,Whole Building,,,,,,,,,,,,,,4726739.2,,902294.4,,,,80.0,6475.3,Not found
112,Marben Realty,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,56555.0,,,,,1920,100.0,Whole Building,,93.0,74.5,,52.3,,,,,,,,,,2430252.7,,528804.6,,176.0,129.1,46.9,1863.4,Not found
113,939 Eighth Ave,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Supermarket/Grocery Store",Multifamily Housing,51412.0,Supermarket/Grocery Store,4758.0,,,1930,100.0,Whole Building,,,254.3,,159.8,,,,,,,4962455.4,,,1590991.9,,2420966.8,,673.1,458.4,214.6,,Not found
114,Ares,,,Not found,Not found,Queens,Manufacturing/Industrial Plant,"Manufacturing/Industrial Plant, Parking",Manufacturing/Industrial Plant,65968.0,Parking,0.0,,,2011,100.0,,Whole Building,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,463.0,Not found
115,Ares,,,Not found,Not found,Queens,Manufacturing/Industrial Plant,"Manufacturing/Industrial Plant, Parking",Manufacturing/Industrial Plant,65968.0,Parking,0.0,,,2011,100.0,,Whole Building,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,463.0,Not found
116,Ares,,,Not found,Not found,Queens,Manufacturing/Industrial Plant,"Manufacturing/Industrial Plant, Parking",Manufacturing/Industrial Plant,65968.0,Parking,0.0,,,2011,100.0,,Whole Building,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,463.0,Not found
117,"EXO FPM, LLC/Forest Properties",,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,127338.0,,,,,2008,100.0,Whole Building,Whole Building,100.0,47.5,48.3,29.3,30.2,2.3,0.2,,,,,,,2720325.2,28238.6,1016434.8,297900.0,234.6,144.5,90.1,3894.9,Not found
118,3 East 43rd Street,,,Not found,Not found,Manhattan,College/University,College/University,College/University,40000.0,,,,,1909,100.0,Whole Building,,,246.8,250.9,78.6,79.9,23.4,,,,,,,,,,3144282.1,936810.0,278.8,0.0,278.8,887.2,Not found
119,Berkeley 12 East 41st LLC,,,Not found,Not found,Manhattan,College/University,College/University,College/University,83267.0,,,,,1926,100.0,Whole Building,,,263.1,271.6,118.4,125.7,18.2,,,,,,,4676604.5,,,5183959.3,1516185.6,770.1,0.0,770.1,,Not found
120,ESRT - One Grand Central Place,,,Not found,Not found,Manhattan,Office,"Bank Branch, Fast Food Restaurant, Financial Office, Office, Restaurant",Office,1111437.0,Bank Branch,33785.0,Fast Food Restaurant,5125.0,1928,100.0,Whole Building,Whole Building,88.0,146.9,151.0,71.8,76.1,9.0,0.0,,,,,,44716014.6,2160197.0,21602.0,36343152.6,10479019.5,6306.0,114.7,6191.2,15989.4,Not found
121,ESRT - 250 West 57th Street,,,Not found,Not found,Manhattan,Office,"Bank Branch, Office, Retail Store",Office,427105.0,Retail Store,44948.0,Bank Branch,7296.0,1921,80.0,Whole Building,Whole Building,79.0,175.0,177.3,73.1,76.3,13.8,0.0,,12268475.2,,,,,9745.5,112.5,22772515.4,6609663.4,2929.9,910.9,2019.0,5787.0,Not found
122,ESRT - 1400 Broadway,,,Not found,Not found,Manhattan,Office,"Bank Branch, Fast Food Restaurant, Office",Office,809400.0,Fast Food Restaurant,6750.0,Bank Branch,2579.0,1935,100.0,Whole Building,Whole Building,81.0,179.4,182.9,75.3,79.2,14.2,0.0,,21868033.8,,,,,37312.1,409.1,39731751.8,11592525.9,5147.4,1624.8,3522.6,12600.2,Not found
123,ESRT - One Grand Central Place,,,Not found,Not found,Manhattan,Office,"Bank Branch, Fast Food Restaurant, Financial Office, Office, Restaurant",Office,1111437.0,Bank Branch,33785.0,Fast Food Restaurant,5125.0,1928,100.0,Whole Building,Whole Building,88.0,146.9,151.0,71.8,76.1,9.0,0.0,,,,,,44716014.6,2160197.0,21602.0,36343152.6,10479019.5,6306.0,114.7,6191.2,15989.4,Not found
124,ESRT - 111 West 33rd Street,,,Not found,Not found,Manhattan,Office,"Office, Retail Store",Office,582061.0,Retail Store,88151.0,,,1954,100.0,Whole Building,Whole Building,88.0,129.5,130.6,55.1,56.1,9.6,,,,,,,15105897.7,,,21854161.7,6405087.6,2940.6,0.0,2940.6,10505.7,Not found
125,ESRT - 501 7th Ave*,,,Not found,Not found,Manhattan,Office,"Fast Food Restaurant, Office, Retail Store",Office,423289.0,Fast Food Restaurant,16042.0,Retail Store,15727.0,1928,100.0,Whole Building,Whole Building,75.0,182.1,184.7,75.9,79.3,14.4,0.0,,10867830.0,,,,,1168386.7,11683.9,22510266.5,6541509.7,2864.3,868.5,1995.7,6672.6,Not found
126,ESRT - Empire State Building,,,Not found,Not found,Manhattan,Office,"Office, Other - Entertainment/Public Assembly, Restaurant, Retail Store",Office,2751552.0,Retail Store,52888.0,Restaurant,26155.0,1930,100.0,Whole Building,Whole Building,86.0,178.6,182.8,75.0,78.3,13.4,0.0,,,,,,79038099.3,4359150.0,43591.5,130434834.9,38315752.4,17043.8,231.5,16812.3,93365.2,Not found
127,35CPN,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,60000.0,,,,,1984,95.0,Whole Building,,46.0,126.3,131.9,93.9,99.9,4.2,0.0,,,4552382.2,,,,200279.4,2002.8,881470.0,254859.4,431.5,353.4,78.2,3409.6,Not found
128,astoria ice,,,Not found,Not found,Queens,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,53550.0,,,,,1976,100.0,Whole Building,Whole Building,,122.9,124.3,62.9,64.9,7.9,0.4,,,,,,,1911667.8,20381.9,1457463.4,421627.9,230.8,101.5,129.2,1375.9,Not found
129,LEXINGTON PARC CONDOMINIUM,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,75000.0,,,,,1989,100.0,Whole Building,Whole Building,97.0,79.9,79.9,60.2,60.2,2.6,0.0,,,3793518.4,,,,56000.0,560.0,668752.0,196000.0,347.9,288.6,59.3,4678.3,Not found
130,425 Lexington Avenue,,,Not found,Not found,Manhattan,Office,"Data Center, Financial Office, Office, Parking",Office,577266.0,Financial Office,94639.0,Parking,10876.0,1987,100.0,Whole Building,Whole Building,87.0,187.0,188.3,71.8,73.5,15.2,0.0,,,,,,12336408.2,994046.5,9940.5,35146330.2,10230738.0,3988.0,52.8,3935.2,18041.5,Not found
131,836 Broadway,,,Not found,Not found,Manhattan,Office,"Office, Retail Store",Office,40000.0,Retail Store,20000.0,,,1913,100.0,Whole Building,Whole Building,67.0,152.0,157.2,73.4,78.3,10.7,0.0,,2175942.5,,,,,35606.5,377.4,2193416.7,644302.2,357.8,163.4,194.5,778.0,Not found
132,441-451,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,240040.0,,,,,1925,100.0,Whole Building,,59.0,108.7,116.2,78.0,85.5,4.1,0.0,,,14832139.8,,,,520500.0,5300.5,3361857.3,983735.0,1442.4,1144.3,298.1,7279.3,Not found
133,JAG Specialty Foods - Angonoa Brands,,,Not found,Not found,Queens,Food Service,Food Service,Food Service,55000.0,,,,,1960,100.0,Whole Building,Whole Building,,301.9,301.9,224.7,224.7,9.2,1.9,,,,,,,10624879.5,106248.8,1734812.7,508444.5,718.1,564.3,153.8,641.8,Not found
134,JAG Specialty Foods - Angonoa Brands,,,Not found,Not found,Queens,Food Service,Food Service,Food Service,55000.0,,,,,1960,100.0,Whole Building,Whole Building,,301.9,301.9,224.7,224.7,9.2,1.9,,,,,,,10624879.5,106248.8,1734812.7,508444.5,718.1,564.3,153.8,641.8,Not found
135,1864 corp.,,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,72000.0,,,,,1930,100.0,Whole Building,,,,,,,,0.6,,483000.2,,,,,4073375.9,43866.7,,,,252.2,,,Not found
136,Kalikow - 101 Park Ave_SWA,,,Not found,Not found,Manhattan,Office,"Office, Parking, Social/Meeting Hall",Office,1208216.0,Parking,37399.0,Social/Meeting Hall,31868.0,1982,90.0,Whole Building,,73.0,184.6,186.8,70.3,72.2,15.1,0.0,,,,,,22527628.8,661027.2,6610.3,64042337.4,18755567.7,7208.9,35.1,7173.8,,Not found
137,Hotel Plaza Athenee,,,Not found,Not found,Manhattan,Hotel,Hotel,Hotel,170000.0,,,,,1927,100.0,Whole Building,Whole Building,80.0,154.5,153.5,54.9,54.6,13.5,0.1,,,,,,,1456025.0,14560.3,7878947.5,2293185.3,775.9,77.3,698.5,,Not found
138,21 Bennett,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,38670.0,,,,,1920,90.0,Whole Building,,87.0,116.4,122.1,87.7,93.1,3.4,0.8,,,,,,,2942869.8,31481.6,449714.1,132116.6,196.2,156.3,39.9,,Not found
139,31 Bennett,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,40206.0,,,,,1920,90.0,Whole Building,,,,,,,4.0,,,,,,,,,,558122.1,160866.3,,,49.5,,Not found
140,41 Bennett,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,42924.0,,,,,1920,90.0,Whole Building,,93.0,101.7,107.9,75.9,81.6,3.1,0.7,,,,,,,2804709.1,30436.9,452281.0,133996.1,189.1,149.0,40.1,,Not found
141,1487 SCHENECTADY AVE,,,Not found,Not found,Brooklyn,Distribution Center,Distribution Center,Distribution Center,88000.0,,,,,1979,100.0,Whole Building,Whole Building,83.0,42.8,42.8,13.8,13.8,4.0,0.0,,,,,,,21060.3,233.0,1191376.4,349172.4,1.1,1.1,0.0,293.2,Not found
142,21 East 10,,,Not found,Not found,Manhattan,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,56939.0,Retail Store,4000.0,,,1900,100.0,Whole Building,,,114.7,,70.4,,,,,,,,,,3102751.8,,1188082.7,,270.1,164.8,105.3,2750.6,Not found
143,Wolk Properties,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,145497.0,,,,,1920,100.0,Whole Building,,,,,,,,,,,,,,,6298114.6,,1766960.2,,,,156.7,5083.0,Not found
144,1072 Woodycrest,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,46000.0,,,,,1928,100.0,Whole Building,,8.0,164.0,,122.0,,,,,,,,,,4824712.4,,789558.5,,326.3,256.3,70.0,,Not found
145,11 Howard Hotel,,,Not found,Not found,Manhattan,Hotel,Hotel,Hotel,112900.0,,,,,1961,100.0,Whole Building,,3.0,296.6,298.2,126.3,127.9,23.0,0.5,,,,,,,5405694.3,55787.5,8857958.6,2596118.8,1072.5,287.1,785.3,,Not found
146,1173 Nelson,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,63780.0,,,,,1939,100.0,Whole Building,Whole Building,19.0,143.0,149.4,102.8,108.7,4.9,0.9,,,,,,,5484372.6,58615.0,1070328.4,314685.5,386.2,291.3,94.9,6163.9,Not found
147,1224 Prospect Avenue,,,Not found,Not found,Bronx,Multifamily Housing,"Multifamily Housing, Retail Store",Multifamily Housing,71219.0,Retail Store,9638.0,,,2011,100.0,Whole Building,Whole Building,88.0,103.1,107.4,50.9,53.7,7.2,0.3,,,,,,,2193628.2,23672.0,1920827.6,578346.5,286.8,116.5,170.3,3476.3,Not found
148,2055 Cruger LLC,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,84006.0,,,,,1935,100.0,Whole Building,Whole Building,50.0,123.5,129.5,90.0,95.9,4.0,0.8,,,,,,,6395520.1,68986.5,1165397.8,339605.8,443.0,339.7,103.3,,Not found
149,2055 Cruger LLC,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,84006.0,,,,,1935,100.0,Whole Building,Whole Building,50.0,123.5,129.5,90.0,95.9,4.0,0.8,,,,,,,6395520.1,68986.5,1165397.8,339605.8,443.0,339.7,103.3,,Not found
150,Bay Terrace Co Op 3,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,60000.0,,,,,1950,100.0,Whole Building,,,89.3,97.9,85.1,93.3,,0.9,,,,,,,5103780.5,55953.8,,,271.1,271.1,0.0,,Not found
151,Cord Meyer Development LLC Bay 3-2,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,45248.0,,,,,1950,90.0,Whole Building,Whole Building,16.0,137.7,150.8,131.1,143.6,,1.4,,,,,,,5933519.2,64983.5,,,315.2,315.2,0.0,,Not found
152,Bay Terrace 3-3,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,60812.0,,,,,1950,90.0,Whole Building,Whole Building,18.0,137.3,137.3,52.6,52.6,11.5,0.1,,,,,,,807932.3,8079.3,2389207.9,700236.7,254.7,42.9,211.8,,Not found
153,81-05 Tenants LTD,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,90000.0,,,,,1940,100.0,Whole Building,Whole Building,94.0,93.4,,85.0,,1.0,0.0,,,,7330517.6,,,3400.0,34.0,318668.8,93396.5,580.8,552.5,28.3,5448.1,Not found
154,85-11 Condominium,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,73000.0,,,,,1960,100.0,Whole Building,Whole Building,100.0,11.7,,3.7,,1.1,,,,,0.0,,,,,271732.7,80394.7,24.1,0.0,24.1,5732.3,Not found
155,J A SHAMOSH LLC.,,,Not found,Not found,Brooklyn,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,77000.0,,,,,1971,100.0,Whole Building,Whole Building,75.0,48.9,49.7,21.7,22.4,3.7,0.1,,,,,,,707150.5,7653.5,962225.4,282012.1,122.9,37.6,85.3,,Not found
156,Northridge Coop Section II,,,Not found,Not found,Queens,Multifamily Housing,Multifamily Housing,Multifamily Housing,415172.0,,,,,1953,100.0,Whole Building,Whole Building,49.0,127.4,133.9,87.7,93.8,5.0,0.7,,786600.0,,,,,28568942.0,310950.9,7044802.7,2068792.6,2200.4,1575.8,624.6,19375.9,Not found
157,astoria ice,,,Not found,Not found,Queens,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,53550.0,,,,,1976,100.0,Whole Building,Whole Building,,122.9,124.3,62.9,64.9,7.9,0.4,,,,,,,1911667.8,20381.9,1457463.4,421627.9,230.8,101.5,129.2,1375.9,Not found
158,Lycee Francais LL84,,,Not found,Not found,Manhattan,K-12 School,K-12 School,K-12 School,181120.0,,,,,2002,100.0,Whole Building,,75.0,136.4,139.6,58.0,61.1,10.6,0.2,,,,,,,3954954.6,45155.4,6543278.0,1917724.9,790.2,210.1,580.1,,Not found
159,161-01 Jamaica Ave,,,Not found,Not found,Queens,Office,Office,Office,60000.0,,,,,1962,100.0,Whole Building,,39.0,234.8,237.5,102.5,106.1,17.7,0.5,,,,,,,2497141.6,27463.6,3651139.4,1060690.2,456.3,132.6,323.7,1115.8,Not found
160,42-40 Bell Plaza,,,Not found,Not found,Queens,Office,"Office, Parking",Office,61620.0,Parking,8000.0,,,1972,90.0,Whole Building,,3.0,438.2,437.6,193.3,197.2,32.3,0.9,,,,,,,4978076.8,53558.6,6934880.2,1992112.9,879.3,264.4,614.8,1279.0,Not found
161,Malcolm X II Phase A Associates,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,103248.0,,,,,1910,100.0,Whole Building,Whole Building,53.0,112.6,117.1,72.4,76.9,5.1,0.6,,,,,,,5665497.2,61405.9,1807986.1,526615.5,461.2,300.9,160.3,7099.0,Not found
162,Southern Boulevard IV Associates-777/783,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,61200.0,,,,,1920,100.0,Whole Building,Whole Building,23.0,138.0,144.6,92.5,98.7,5.8,0.8,,,,,,,4463753.0,48376.7,1197440.3,352161.2,343.3,237.1,106.2,3549.2,Not found
163,Standby One Associates-1421/1425,,,Not found,Not found,Bronx,Multifamily Housing,Multifamily Housing,Multifamily Housing,60000.0,,,,,1916,100.0,Whole Building,Whole Building,6.0,168.3,174.4,114.0,119.9,6.8,1.0,,,,,,,5445206.5,57974.5,1394464.7,408694.2,412.9,289.2,123.6,2520.5,Not found
164,159 E 30 Street - 37438,,,Not found,Not found,Manhattan,Multifamily Housing,Multifamily Housing,Multifamily Housing,61000.0,,,,,1987,100.0,Whole Building,,3.0,196.3,202.8,124.2,131.9,9.0,1.0,,,,,,,5650005.8,61674.4,1923845.9,550497.0,470.7,300.1,170.6,3544.6,Not found
165,27-10 Astoria Blvd,,,Not found,Not found,Queens,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,24849.0,Parking,2700.0,,,2005,100.0,Whole Building,,88.0,92.3,97.2,53.6,57.9,5.1,0.4,,,,,,,903762.5,10062.3,428165.7,126867.5,86.0,48.0,38.0,705.4,Not found
166,1 United Nations Plaza,,,Not found,Not found,Manhattan,Office,"Hotel, Office",Office,387000.0,Hotel,200000.0,,,1975,100.0,Whole Building,Whole Building,58.0,244.6,246.4,107.4,110.5,17.2,0.0,,,,,,26526001.2,1381082.1,13810.8,35110077.9,10113589.8,4947.5,73.4,4874.1,22742.6,Not found
167,2 United Nations Plaza,,,Not found,Not found,Manhattan,Office,"Hotel, Office",Office,373000.0,Hotel,192000.0,,,1983,100.0,Whole Building,Whole Building,70.0,189.8,194.5,87.3,91.8,12.7,,,,,,,24587186.3,,,24737478.0,7192956.6,3825.8,0.0,3825.8,13851.2,Not found
168,South Bronx Charter School,,,Not found,Not found,Bronx,K-12 School,K-12 School,K-12 School,39614.0,,,,,2014,100.0,Whole Building,Whole Building,12.0,374.4,402.3,234.9,258.9,18.3,2.0,,,,,,,6881326.6,77814.1,2422656.4,724986.0,580.3,365.5,214.8,566.9,Not found
169,"F.P. Brighton, LLC",,,Not found,Not found,Brooklyn,Multifamily Housing,Multifamily Housing,Multifamily Housing,54187.0,,,,,1930,100.0,Whole Building,Whole Building,97.0,72.0,75.9,65.4,69.1,0.5,0.7,,,,,,,3456459.7,36582.0,86605.9,25502.9,191.3,183.6,7.7,2788.7,Not found
